Artikelnummer;ShopPlus;Merk;Categorie;Productnaam;Productnaam (FR);Lange beschrijving;Korte beschrijving;Lange beschrijving (FR);Korte beschrijving (FR);Consumentenprijs (incl. BTW);BestelWeb;Packshot;Biolabel;Fairtradelabel;Herkomst;Bevat;Kan sporen bevatten van;Brutogewicht (kg);Lengte (mm);Breedte (mm);Hoogte (mm);BTW-tarief;Ingrediënten;Ingrediënten (FR);Energie (kJ);Vetten (g);Verzadigde vetten (g);Enkelvoudig onverzadigde vetten (g);Meervoudig onverzadigde vetten (g);Koolhydraten (g);Suikers (g);Polyolen (g);Zetmeel (g);Vezels (g);Eiwitten (g);Zout (g);Houdbaarheid (dagen);Netto-inhoud;Eenheid;Eenheidsprijs;EAN;Ompakhoeveelheid;Leeggoed;Gepubliceerd;Laatst bijgewerkt
26002;W16002;Oxfam Fair Trade;Ontbijt>Honing;BIO Honing crème 250 g;Miel crème bio 250 g;Deze bloemenhoning wordt geoogst door kleine imkergroepen. 100% natuurlijk product uit biologische landbouw. Niet aanbevolen voor kinderen jonger dan 1 jaar.;Deze bloemenhoning wordt geoogst door kleine imkergroepen. 100% natuurlijk product uit biologische landbouw.;Ce miel de fleurs est récoltépar des petits groupes d'apiculteurs. Produit 100% naturel issu de l'agriculture biologique. Ne convient pas auwx enfants de mons de 1 an.;;3,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26002-600x600.jpg;Ja;Ja;Mexico;/;/;0,39;65;65;90;6%;honing*°;miel*°;1355;;;;;79,3;79,3;;;;0,4;0,015;720;250;g;€/kg 12,80;5,40016E+12;12;0,00;2017-11-30;2019-02-12
26008;W16008;Oxfam Fair Trade;Ontbijt>Honing;BIO Vloeibare honing;Miel bio liquide;Vloeibare biologische honing met kruidige accenten uit Mexico.;Vloeibare biologische honing met kruidige accenten uit Mexico.;Miel biologique liquide aux accents épicés de Mexico.;;3,65;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26008-600x600.jpg;Ja;Nee;Mexico;/;/;0,413;70;70;80;6%;honing*°;miel*°;1284;;;;;75,1;75,1;;;;0,4;0,015;730;250;g;€/kg 14,60;5,40016E+12;6;0,00;2016-12-31;2019-02-12
26009;W16009;Oxfam Fair Trade;Ontbijt>Honing;BIO Honing crème 450 g;Miel crème bio 450 g;Deze bloemenhoning wordt geoogst door kleine imkergroepen. 100% natuurlijk product uit biologische landbouw. Niet aanbevolen voor kinderen jonger dan 1 jaar.;Deze bloemenhoning wordt geoogst door kleine imkergroepen. 100% natuurlijk product uit biologische landbouw.;Ce miel de fleurs est récolté par des petits groupes d'apiculteurs. Produit 100% naturel issu de l'agriculture biologique. Ne convient pas aux enfants de moins de 1 an.;;4,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26009-600x600.jpg;Ja;Ja;Mexico;/;/;0,68;83;83;92;6%;;miel*°;;;;;;;;;;;;;720;450;g;€/kg 11,00;5,40016E+12;12;0,00;2017-11-30;2019-02-12
26010;W16010;Oxfam Fair Trade;Ontbijt>Honing;Honing crème polyflor 500 g;Miel crèmeux polyflor 500 g;100% natuurlijke honing. Deze zachte crème honing is lekker op een boterham of in muntthee.;100% natuurlijke honing. Deze zachte crème honing is lekker op een boterham of in muntthee.;Un miel à 100% naturel. Grâce à l'extraction froide ce miel maintient ses valeurs nutritives.;;4,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26010-600x600.jpg;Nee;Ja;Chili, Guatemala;/;/;0,73;83;83;92;6%;honing*;miel*;1340;0,1;0,1;;;79,3;79,3;;;;0,4;0,015;720;500;g;€/kg 8,50;5,40016E+12;12;0,00;2018-05-21;2019-02-12
26011;W16011;Oxfam Fair Trade;Ontbijt>Honing;Honing crème polyflor 1 kg;Miel crèmeux polyflor 1 kg;100% natuurlijke honing. Dankzij de koude slingering behoudt deze honing zijn hoge voedingswaarde. Deze bloemenhoning wordt geoogst door kleine imkergroepen.;Deze bloemenhoning wordt geoogst door kleine imkergroepen.;Un miel à 100% naturel. Grâce à l'extraction froide ce miel maintient ses valeurs nutritives. Ce miel de fleurs est récolté par des petits groupes.;;7,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26011-600x600.jpg;Nee;Ja;Chili, Guatemala;/;/;1,293;90;90;142;6%;honing*;miel*;1340;0,1;0,1;;;79,3;79,3;;;;0,4;0,015;720;1000;g;€/kg 7,95;5,40016E+12;6;0,00;2018-04-11;2019-02-12
26012;W16012;Oxfam Fair Trade;Ontbijt>Suiker;BIO Agavesiroop;Sirop d'agave bio;"Agavesiroop is een lekker alternatief voor suiker. Het bevat 70 tot 90% fructose, en bijzonder weinig glucose. Je hebt daardoor slechts een kleine hoeveelheid nodig om je gerechten een even zoete smaak te geven.

Deze siroop wordt op natuurlijke en biologische wijze gewonnen uit de plant Agave Tequilana in Mexico.";Agavesiroop kun je gebruiken als alternatief voor suiker.;"Le sirop d'agave est une alternative savoureuse au sucre. Il contient entre 70 et 90% de fructose et très peu de glucose. Une petite dose suffit pour donner un goût doux à vos plats.

Ce sirop est extrait naturellement de la plante d’ Agave Tequilana au Mexique. Produit issu de l’agriculture biologique.";Le sirop d'agave est une alternative savoureuse au sucre.;4,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26012-600x600.jpg;Ja;Ja;Mexico;/;/;0,385;650;1450;450;6%;agavesiroop*°;sirop d'agave*°;1340;0;0;;;79;76;;;;0;0;730;350;g;€/kg 11,71;5,40016E+12;12;0,00;2018-05-23;2019-02-12
26311;X16311;De Wroeter;Ontbijt>Broodbeleg;BIO Aardbei-rabarberconfituur;Confiture fraise-rhubarbe bio;Ambachtelijk gemaakte confituur met een heerlijke combinatie van aardbeien en rabarber uit het Noorden en rietsuiker uit het Zuiden.;Ambachtelijk gemaakte confituur met een heerlijke combinatie van aardbeien en rabarber uit het Noorden en rietsuiker uit het Zuiden.;Confiture artisanale préparée à base d’une délicieuse combinaison de fraise et rhubarbe du Nord et du sucre de canne du Sud.;;4,10;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/26311-600x600.jpg;Ja;Nee;Paraguay;/;/;0,387;85;85;65;6%;;;640;;;;;38;37;;;;0,6;;540;220;g;€/kg 18,64;5,42006E+12;6;0,00;2016-12-31;2019-02-12
26312;X16312;De Wroeter;Ontbijt>Broodbeleg;BIO Drievruchtenconfituur;Confiture trois fruits bio;Ambachtelijk gemaakte confituur met een heerlijke combinatie van aardbeien, krieken en rode bessen uit het Noorden en rietsuiker uit het Zuiden.;Ambachtelijk gemaakte confituur met een heerlijke combinatie van aardbeien, krieken en rode bessen uit het Noorden en rietsuiker uit het Zuiden.;Confiture artisanale préparée à base d’une délicieuse combinaison de fraise, de cerises et de groseilles du Nord et du sucre de canne du Sud.;;4,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26312-600x600.jpg;Ja;Nee;Paraguay;/;/;0,399;85;85;65;6%;;;640;;;;;38;37;;;;0,6;;540;220;g;€/kg 18,64;5,42006E+12;6;0,00;2016-12-31;2019-02-12
26314;X16314;De Wroeter;Ontbijt>Broodbeleg;BIO Mangoconfituur;Confiture de mangues bio;Ambachtelijk gemaakte confituur met mango uit Burkina Faso en rietsuiker uit Paraguay.;Ambachtelijk gemaakte confituur met mango uit Burkina Faso en rietsuiker uit Paraguay.;Confiture artisanale préparée à base de mangues du Burkina Faso et du sucre de canne du Paraguay.;;4,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26314-600x600.jpg;Ja;Nee;Burkina Faso, Paraguay;/;/;0,399;85;85;65;6%;;;515;;;;;30,5;28,7;;;;1;;540;220;g;€/kg 18,64;5,42006E+12;6;0,00;2016-12-31;2019-02-12
26400;W16400;Oxfam Fair Trade;Ontbijt>Broodbeleg;Choco met noten;Pâte à tartiner aux noisettes;Hazelnootpasta voor op de boterham.;Hazelnootpasta voor op de boterham.;Pâte à tartiner aux noisettes.;;2,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26400-600x600.jpg;Nee;Ja;Costa Rica, Ghana, Ivoorkust;melk, noten, soja;/;0,605;85;85;95;6%;rietsuiker*, plantaardige vetten(raapolie, palmolie* (4%)), HAZELNOTEN (12%), magere cacaopoeder* (9%), magereMELKpoeder, weipoeder (MELK), emulgator: SOJAlecithine;sucre de canne*, huiles végétales (huile de navette, huile de palme*(4%)), NOISETTES (12%), poudre de cacao maigre* (9%), LAIT écrémé en poudre, lactosérum en poudre (LAIT), émulsifiant: lécithine de SOJA;2307;36,3;6,2;28,1;2;52,5;50,8;;1,7;;4,2;0,024;450;400;g;€/kg 7,38;5,40016E+12;12;0,00;2016-12-31;2019-02-12
26401;W16401;Oxfam Fair Trade;Ontbijt>Broodbeleg;Choco fondant;Pâte à tartiner noir;Pure cacao op de boterham.;Pure chocopasta voor op de boterham.;Pâte à tartiner noir.;;2,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26401-600x600.jpg;Nee;Ja;Costa Rica, Ghana, Ivoorkust;soja;melk, noten;0,605;70;85;110;6%;rietsuiker*, plantaardige vetten (raapolie, palmolie* (2,35%)), magere cacaopoeder* (17%), emulgator: SOJAlecithine, natuurlijk cacaoaroma;sucre de canne*, huiles végétales (huile de navette, huile de palme* (2,35%)), poudre de cacao maigre* (17%), émulsifiant: lécithine de SOJA, arôme naturel de cacao;2265;35,3;5,6;19;10,7;51;49,3;;1,7;3;4;0,009;450;400;g;€/kg 7,38;5,40016E+12;12;0,00;2016-12-31;2019-02-12
26402;W16402;Oxfam Fair Trade;Ontbijt>Broodbeleg;BIO Sesampasta;Pâte de sésame bio;Biologische sesampasta, ook wel tahin genoemd. Wegens het niet gebruiken van emulgatoren is enige olieafscheiding natuurlijk. Indien nodig voor gebruik goed doorroeren. Te gebruiken als broodbeleg of in warme bereidingen.;Ook wel tahin genoemd. Goed omroeren voor gebruik. Lekker als broodbeleg of in warme bereidingen.;Pâte de sésame biologique aussi appelée 'tahin'. En raison de l'absence d'utilisation d'émulsifiants, la sécrétion d'huile se fait naturellement et peut remonter à la surface. Au besoin, bien mélanger avant l'emploi. A tartiner ou à utiliser dans les plats cuisinés.;;4,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26402-600x600.jpg;Ja;Ja;Paraguay;sesam;noten, pinda's;0,535;71;71;140;6%;sesamzaad*°, zeezout (0,3%);graines de sésame*, sel marin (0,3%);2707;58;8;25;25;6;;;6;;27;0,41;730;350;g;€/kg 12,14;5,40016E+12;6;0,00;2016-12-31;2019-02-12
26419;X16419;Fairtrade Original;Ontbijt>Broodbeleg;Pindakaas;Beurre de cacahouètes;Smeuïge pindakaas, heerlijk voor op de boterham en om mee te koken.;Smeuïge pindakaas, heerlijk voor op de boterham en om mee te koken.;Beurre de cacahouètes onctueux, délicieux sur la tartine ou dans vos plats.;;3,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26419-600x600.jpg;Nee;Ja;Malawi, Mozambique, Nicaragua;pinda's;/;0,532;75;75;100;6%;PINDA's* (81%), zonnebloemolie, dextrose, gehard palmvet, zout;;2600;53,4;7,5;;;13,5;9,4;;;;23,2;0,6;270;330;g;€/kg 9,39;8,71174E+12;12;0,00;2016-12-31;2019-02-12
26493;X16493;Maya;Ontbijt>Broodbeleg;Maya Speculoospasta;Maya Pâte de spéculoos;Deze zachte pasta is niet alleen heerlijk op een broodje maar ook bruikbaar bij het bereiden van ijsjes, sausen, het marineren en dergelijke.;Deze zachte pasta is niet alleen heerlijk op een broodje maar ook bruikbaar bij het bereiden van ijsjes, sausen, het marineren en dergelijke.;Cette pâte onctueuse est délicieuse sur votre pain, mais aussi comme ingrédient dans vos sauces, marinades et glaces.;;3,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26493-600x600.jpg;Nee;Ja;Ghana, Mexico, Paraguay;gluten, soja;eieren, melk, noten;0,61;70;70;85;6%;TARWEbloem, ruwe rietsuiker*, plantaardige vetten (palm, koolzaad), honing*, SOJAmeel, rijsmiddel: natriumwaterstofcarbonaat, kaneel, ootmuskaat, SOJAlecithine,;;2538;43;9,4;;;52;31;;;0,5;3,5;0,1;365;390;g;€/kg 8,97;5,40016E+12;12;0,00;2018-02-28;2019-02-12
26494;X16494;Maya;Ontbijt>Broodbeleg;Maya Speculoos 225 g;Maya Spéculoos 225 g;Een 100% natuurlijk product bereid op ambachtelijke wijze, zonder bewaarmiddelen, kleurstoffen, zout of witte suikers.;Een 100% natuurlijk product bereid op ambachtelijke wijze, zonder bewaarmiddelen, kleurstoffen, zout of witte suikers.;Produit à 100% artisanal, sans conservateurs, sans colorants, sans sel ou sucre blanc.;;1,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26494-600x600.jpg;Nee;Nee;Guatemala, Mexico;gluten, soja;eieren, melk, noten;0,24;55;212;98;6%;TARWEbloem, ruwe rietsuiker* (30,5%), plantaardige oliën en vetten (palm, koolzaad), TARWEzemelen, honing* (3,4%), SOJAbloem, fructo-oligosacchariden, rijsmiddel (natriumwaterstofcarbonaat), TARWEvezels, kaneel*, nootmuskaat*;farine de FROMENT, sucre de canne brut* (30,5%), huiles et graisses végétales (palme, graine de colza), son de BLÉ, miel* (3,4%), farine de SOJA, fructo-oligosaccharides, poudre à lever (carbonate acide de sodium), fibre de BLÉ, canelle*, muscade*;1985;17,9;7,6;;;69,8;29,7;;;6,4;6,3;0,1;360;225;g;€/kg 8,67;5,40016E+12;12;0,00;2018-02-09;2019-02-12
26700;W16700;Oxfam Fair Trade;Ontbijt>Suiker;BIO Rietsuiker;Sucre de canne bio;Ongeraffineerde biorietsuiker.;Ongeraffineerde biorietsuiker.;Sucre de canne bio non raffiné.;;2,55;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26700-600x600.jpg;Ja;Ja;Paraguay;/;/;0,53;105;35;250;6%;;;1666;;;;;98;98;;;;;0,072;;500;g;€/kg 5,10;5,40016E+12;20;0,00;2016-12-31;2019-02-12
26701;W16701;Oxfam Fair Trade;Ontbijt>Suiker;BIO Rietsuikerklontjes;Sucre de canne bio en morceaux;Ongeraffineerde biorietsuiker in klontjes.;Ongeraffineerde biorietsuiker in klontjes.;Sucre de canne bio non raffiné en morceaux.;;2,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26701-600x600.jpg;Ja;Ja;Paraguay;/;/;0,54;102;67;180;6%;;;1698;;;;;99,9;99,9;;;;;;;500;g;€/kg 5,50;5,40016E+12;10;0,00;2016-12-31;2019-02-12
26703;W16703;Oxfam Fair Trade;Ontbijt>Suiker;BIO Mascobadorietsuiker;Sucre de canne bio mascobado;Integrale, niet geraffineerde biologische rietsuiker die alle gezonde bestanddelen van de plant bewaart. Een natuurlijk en volwaardig voedingsproduct. Ter plaatse verpakt.;Biorietsuiker waarin alle gezonde bestanddelen van de plant bewaard blijven. Zeer lekker in gebak.;Sucre de canne complet, bio et non raffiné qui a gardé toutes les propriétés nutritives de la plante. Un produit alimentaire naturel et complet. Conditionné sur place.;;5,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26703-600x600.jpg;Ja;Ja;Filipijnen;/;/;1,04;105;70;220;6%;;;1690;;;;;99;99;;;;0,4;0,015;1095;1000;g;€/kg 5,95;5,40016E+12;10;0,00;2016-12-31;2019-02-12
26712;W26712;Oxfam Fair Trade;Ontbijt>Suiker;BIO Rietsuikersticks;Dosettes sucre de canne bio;Ongeraffineerde biologische rietsuiker in sticks van 4 gram.;Ongeraffineerde biologische rietsuiker in sticks van 4 gram.;Emballages individuels de sucre de canne non raffiné biologique - sticks de 4 grammes.;;26,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26712-600x600.jpg;Ja;Ja;Paraguay;/;/;4,4;385;250;130;6%;;;1698;;;;;99,9;99,9;;;;;;1825;4000;g;€/kg 6,50;5,40016E+12;1;0,00;2016-12-31;2019-02-12
27003;W17003;Oxfam Fair Trade;"Wereldkeuken>Granen &amp; deegwaren";Couscous;Couscous;Maftoul is de naam voor 'couscous' in Palestina, Libanon en Jordanië. 'Black Maftoul' is handgemaakt van volkoren tarwe.;Deze couscous is de maftoulvariant. Zo heet couscous in Palestina, Libanon en Jordanië. Handgerolde volkoren tarwe.;Maftoul' est le nom que l'on donne au couscous en Palestine, au Liban et en Jordanie. Le 'Black Maftoul' est roulé à la main et produit à base de blé complet.;;4,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27003-600x600.jpg;Nee;Nee;Palestina;gluten;/;0,505;100;60;200;6%;volkoren tarwe*, tarwemeel*, zout;blé complet*, farine de blé*, sel;1582;1,8;;0,9;0,9;74;2;;72;4,5;13;0,02;730;500;g;€/kg 8,50;5,40016E+12;18;0,00;2016-12-31;2019-02-12
27008;W17008;Oxfam Fair Trade;"Wereldkeuken>Granen &amp; deegwaren";BIO Quinoa;Quinoa bio;Quinoa is een traditioneel en zeer voedzaam gewas uit de Andes. Glutenvrij en licht verteerbaar. Biologisch verbouwd.;Quinoa is licht verteerbaar, rijk aan vezels en heel voedzaam.;La quinoa bio a des propriétés nutritives exceptionnelles et est en même temps délicieuse. Simple et rapide.;;5,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27008-600x600.jpg;Ja;Ja;Bolivia;/;gluten, noten, sesam;0,507;45;75;152;6%;quinoa*°;quinoa*°;1484;5;0,5;4,5;;58,5;1,8;;56,7;6,6;14,8;;1080;500;g;€/kg 10,20;5,40016E+12;8;0,00;2016-12-31;2019-02-12
27009;W17009;Oxfam Fair Trade;Ontbijt>Ontbijtgranen;Muesli;Muesli;Deze muesli is lekker met melk of yoghurt. Echte zoetebekjes voegen nog wat extra suiker of honing toe.;Deze muesli is lekker met melk of yoghurt.;Ce muesli est délicieux avec du lait ou du yaourt.;;3,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27009-600x600.jpg;Nee;Nee;Bolivia, Burkina Faso, Costa Rica, Dominicaanse Republiek, Filipijnen, Zuid-Afrika;gluten, soja;melk, noten;0,417;47;143;212;6%;gepofte quinoa (quinoabloem*, rijstbloem, suiker, cacao*), HAVERvlokken, rozijnen*, chocoladedruppels (rietsuiker*, cacaomassa*, cacaoboter*, emulgator: SOJAlecithine, aroma’s), GERSTvlokken, bananenchips (bananen*, kokosolie*, rietsuiker*, natuurlijke aroma’s), gedroogde mango’s*, vanille aroma;quinoa crispies (farine de quinoa*, farine de riz, sucre, cacao*), flocons d’AVOINE, raisins secs*, pépites de chocolat (sucre de canne*, pâte de cacao*, beurre de cacao*, émulsifiant: lécithine de SOJA, arômes) flocons d'ORGE, chips de bananes (bananes*, huile de coco*, sucre de canne*, arômes naturels), mangues séchées*, arôme de vanille;1706;9;4;5;;70;25;;45;8;7;0,02;360;375;g;€/kg 10,53;5,40016E+12;8;0,00;2016-12-31;2019-02-12
27011;X17011;EZA;Ontbijt>Ontbijtgranen;BIO Cacaobeertjes ontbijtgranen;Oursons au cacao céréals bio;Gepofte rijst met cacaopoeder om je dag met een knal te starten. Met cacao, suiker en rijst van eerlijke handel. Een betere wereld smaakt beter!;Gepofte rijst met cacaopoeder om je dag met een knal te starten. Met cacao, suiker en rijst van eerlijke handel. Een betere wereld smaakt beter!;Riz soufflé au chocolat en poudre, pour démarrer la journée en craquant. Avec cacao, sucre et riz issus du commerce équitable. Un monde meilleur a un meilleur goût !;;3,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27011-600x600.jpg;Ja;Ja;Bolivia, India, Paraguay;/;gluten, melk, noten, soja;0,2;130;70;200;6%;rijstmeel°*, ruwe rietsuiker°*, cacaopoeder°*, cacaoboter°*, vanille°, zout - cacao-ingrediënten: 5%;farine de riz°*, sucre de canne brut°*, poudre de cacao°*, beurre de cacao°*, vanille naturelle°, sel - ingrédients cacao: 5%;1646;2;1,3;0,7;;85;19,5;;65,5;1,6;6,7;0,11;450;180;g;€/kg 19,17;9,00459E+12;5;0,00;2016-12-31;2019-02-12
27051;W17051;Oxfam Fair Trade;"Snacks &amp; drinks>Koeken &amp; granenrepen";Crackers met sesam;Crackers au sésame;Ideaal als borrelhapje of met hartig beleg zoals kaas en chutney. Op basis van quinoameel, tapioacameel, sesamzaad en olijfolie.;Ideaal om zo te eten, als borrelhapje of met hartig beleg (kaas en chutney).;Un savoureux petit amuse-gueule ou coupe-faim. Se mange aussi avec une garniture epicée (fromage et chutney).;;4,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27051-600x600.jpg;Nee;Nee;Bolivia, Costa Rica, Ecuador, Palestina, Paraguay;gluten, sesam;eieren, melk, noten, soja;0,28;80;140;210;6%;TARWEmeel, quinoameel*, tapiocameel*, SESAMzaad* (13%), maïsolie, vierge olijfolie*, rietsuiker*, zout, rijsmiddel: natriumwaterstofcarbonaat, emulgator: zonnebloemlecithine, rozemarijnextract;farine de FROMENT, farine de quinoa*, farine de tapioca*, grains de SÉSAME* (13%), huile de mais, huile d’olive vierge*, sucre de canne*, sel, levure : carbonate acide de sodium, émulsifiant : lécithine de tournesol, extrait de romarin;1942;19;6,4;12,6;;60;3,5;;56,5;6,5;9,8;1,7;300;250;g;€/kg 17,80;5,40016E+12;8;0,00;2016-12-31;2019-02-12
27100;W17100;Oxfam Fair Trade;"Wereldkeuken>Granen &amp; deegwaren";BIO Witte rijst;Riz blanc bio;De 'Hom Mali' witte rijst staat in Thailand aangeschreven als kwalitatief hoogstaand. Het is een traditionele, sterk geurende rijstsoort. De korrel is stevig. Hij heeft een fijne smaak en een natuurlijk jasmijnparfum. Ter plaatse vacuüm verpakt.;Jasmijnrijst is een typisch Thaise rijstsoort met een stevige korrel, verfijnde smaak en natuurlijk parfum.;Le 'riz jasmin' est une variété typiquement thaïlandaise qui se caractérise par un grain compact, un goût raffiné et un parfum unique. Conditionné sous vide sur place.;;4,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27100-600x600.jpg;Ja;Ja;Thailand;/;/;1,05;140;55;310;6%;rijst*°;riz*°;1496;0,8;0,3;0,3;0,2;79;;;79;0,5;7;0,05;720;1000;g;€/kg 4,95;5,40016E+12;12;0,00;2016-12-31;2019-02-12
27101;W17101;Oxfam Fair Trade;"Wereldkeuken>Granen &amp; deegwaren";BIO Volle rijst;Riz complet bio;De 'Hom Mali' volle rijst staat in Thailand aangeschreven als kwalitatief hoogstaand. Het is een traditionele, sterk geurende rijstsoort. De korrel is stevig. Hij heeft een fijne smaak en een natuurlijk jasmijnparfum. Ter plaatse vacuüm verpakt.;Deze hom mali-rijst staat in Thailand aangeschreven als kwalitatief hoogstaand.;En Thaïlande, le riz 'Hom Mali' est réputé pour sa bonne qualité. C'est une variété traditionnelle particulièrement forte. Le grain est compact. Ce riz a un goût raffiné et un parfum naturel.<br>Emballé sous vide sur place.;;4,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27101-600x600.jpg;Ja;Ja;Thailand;/;/;1,055;140;55;310;6%;rijst*°;riz*°;1508;2,5;0,7;1,1;0,7;76;0,7;;75,3;0,5;7;0,05;720;1000;g;€/kg 4,45;5,40016E+12;12;0,00;2016-12-31;2019-02-12
27103;W17103;Oxfam Fair Trade;"Wereldkeuken>Granen &amp; deegwaren";Paarse rijst;Riz violet;De Laotianen gebruiken deze kleefrijst vooral bij feesten. Deze paarse rijst is een mix van drie soorten rijst: witte kleefrijst, jasmijnrijst en zwarte rijst. Een uitgesproken parfum en een prachtige, paarse kleur maken deze rijstmengeling uniek.;De Laotianen gebruiken deze kleefrijst met zijn uitgesproken parfum vooral bij feestmaaltijden en voor gebak. Tip: gebruik de snelkookpan!;Les Laotiens utilisent ce riz pour les fêtes et les pâtisseries. Cet unique mélange de riz se distingue par son parfum prononcé et sa belle couleur violette. Cultivé naturellement et emballé sous vide sur place.;;3,30;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27103-600x600.jpg;Nee;Nee;Laos;/;/;0,55;105;50;195;6%;witte rijst* (50%), kleefrijst* (30%), authentieke paarse rijst* (20%);riz blanc* (50%), riz collant* (30%), riz violet authentique* (20%);1543;1,4;0,7;0,5;0,2;81;0,2;1,8;79;0,5;7,2;0,012;730;500;g;€/kg 6,60;5,40016E+12;12;0,00;2016-12-31;2019-02-12
